gene_name	external_gene_name	ProductivityWhenExonIncluded	strand	Frame_of_upstream_exon	Frame_of_cassette_exon	Frame_of_downstream_exon	Coordinates_of_upstream_exon	Coordinates_of_cassette_exon	Coordinates_of_downstream_exon	dN.dS_of_upstream_exon	dN.dS_of_cassette_exon	dN.dS_of_downstream_exon	MeanPhyloP_of_upstream_exon	MeanPhyloP_of_cassette_exon	MeanPhyloP_of_downstream_exon	IsDifferentiallySpliced_in_at_least_one_contrast_in_human_and_anyNonMacaque
ENSG00000151532.15	VTI1A	Productive	+	0	0	0	chr10:112538246-112538330	chr10:112533530-112533550	chr10:112527087-112527164	0.7115384615384616	Inf	5	6.8782434	7.79876184463501	6.9566593	TRUE
ENSG00000148737.18	TCF7L2	Productive	+	2	0	0	chr10:113040025-113040126	chr10:112964556-112964624	chr10:112951483-112951607	1.9359430604982208	1.1181818181818182	17.210526315789473	3.83324	2.77755069732666	5.719401	FALSE
ENSG00000148737.18	TCF7L2	Productive	+	0	0	0	chr10:113141184-113141316	chr10:113089400-113089540	chr10:113040025-113040126	17.210526315789473	1.8021978021978025	12.584745762711863	5.719401	2.4469361305236816	6.0488796	FALSE
ENSG00000148737.18	TCF7L2	Productive	+	0	2	2	chr10:113165555-113165634	chr10:113158667-113158717	chr10:113158021-113158069	0.6164383561643836	1.1926605504587156	0.7336065573770492	5.483531	7.479568	6.3174753	FALSE
ENSG00000095627.10	TDRD1	Productive	+	2	2	2	chr10:114227910-114227956	chr10:114227072-114227299	chr10:114226049-114226216	1.0339805825242718	3.513368983957219	9.464285714285714	2.5684404	1.4328464269638062	0.5641701221466064	FALSE
ENSG00000107518.18	ATRNL1	Productive	+	2	0	0	chr10:115171037-115171292	chr10:115165558-115165645	chr10:115160040-115160214	0.18032786885245905	6.966442953020135	0.8797417271993543	5.074674	4.252807140350342	3.9874062538146977	FALSE
ENSG00000107518.18	ATRNL1	Productive	+	2	2	2	chr10:115394659-115394752	chr10:115334282-115334419	chr10:115315518-115315736	0.9098484848484848	0.26687354538401864	0.2172573189522342	4.3561506	4.975311756134033	4.807765483856201	FALSE
ENSG00000188316.16	ENO4	Productive	+	0	1	1	chr10:116876065-116876260	chr10:116874076-116874201	chr10:116871125-116871292	7.068	9.7	1.7252358490566038	2.5875654	3.4083573818206787	1.9899591	FALSE
ENSG00000170370.12	EMX2	Productive	+	0	0	0	chr10:117548065-117548232	chr10:117545632-117545816	chr10:117543268-117543673	1.6701195219123506	13.710743801652892	1.8759541984732824	4.7509117	5.5186052322387695	5.7320776	FALSE
ENSG00000198825.15	INPP5F	Productive	+	0	0	0	chr10:119791869-119792036	chr10:119791517-119791645	chr10:119781745-119781771	0.43670886075949367	0.4282051282051282	0.4299867899603699	5.414074	5.1815032958984375	4.4528337	FALSE
ENSG00000198825.15	INPP5F	Productive	+	2	1	1	chr10:119826631-119826771	chr10:119823815-119823902	chr10:119823071-119823199	0.24941360437842064	7.8936170212765955	0.42630385487528344	4.953403	4.983238697052002	5.0940003	FALSE
ENSG00000138162.19	TACC2	Productive	+	1	1	1	chr10:122195040-122195176	chr10:122143572-122143706	chr10:122132609-122132734	3.125506072874494	3.2149532710280373	0.5056179775280899	0.36795244	0.27355554699897766	2.8304088	TRUE
ENSG00000138162.19	TACC2	Productive	+	0	0	0	chr10:122215391-122215407	chr10:122213342-122213377	chr10:122211497-122211708	1.9806996381182147	0.6910994764397905	1.9333333333333331	3.5562923	5.308305263519287	5.8222356	FALSE
ENSG00000138162.19	TACC2	Productive	+	0	0	0	chr10:122237395-122237522	chr10:122230351-122230440	chr10:122229346-122229486	9.2315789473684209	34.212765957446805	2.5655737704918034	3.326773	3.5227224826812744	2.090742	TRUE
ENSG00000138162.19	TACC2	Productive	+	1	2	2	chr10:122248643-122248803	chr10:122245065-122245073	chr10:122241958-122242001	0.1176470588235294	2.625	2.228723404255319	5.7151585	4.045222282409668	4.833323	TRUE
ENSG00000107679.15	PLEKHA1	Productive	+	0	0	0	chr10:122429624-122429938	chr10:122428276-122428316	chr10:122426942-122427031	1.06203007518797	0.2857142857142857	3.33195020746888	4.970189	6.360658168792725	3.069263458251953	TRUE
ENSG00000134644.16	PUM1	Productive	-	0	0	2	chr1:30950133-30950261	chr1:30945346-30945483	chr1:30941998-30942123	0.07512764405543398	0.04892367906066536	0.08777686628383921	5.422564	5.66513729095459	5.5925426	TRUE
ENSG00000196177.13	ACADSB	Productive	+	0	0	0	chr10:123040466-123040672	chr10:123037747-123037847	chr10:123034356-123034515	3.271334792122538	12.975609756097562	0.9965675057208238	1.36275	3.7006237506866455	3.5500002	TRUE
ENSG00000134644.16	PUM1	Productive	-	2	2	2	chr1:30965982-30966197	chr1:30964674-30964910	chr1:30953714-30953981	0.1769714920399852	6.6573426573426575	1.165016501650165	5.420276	5.293459892272949	4.6615186	TRUE
ENSG00000107902.14	LHPP	Productive	+	0	1	1	chr10:124613264-124613360	chr10:124517180-124517271	chr10:124498036-124498128	0.766612641815235	11.924242424242424	1.668965517241379	3.0301294	3.4394888877868652	1.3983917236328125	TRUE
ENSG00000019995.6	ZRANB1	Unproductive	+	0	2	2	chr10:124966594-124966781	chr10:124962287-124962408	chr10:124942494-124943307	0.8032934807128356	11.34	0.10636808957312806	5.062193	1.9979507	4.9950480461120605	TRUE
ENSG00000107938.18	EDRF1	Productive	+	1	0	0	chr10:125729358-125729479	chr10:125729003-125729104	chr10:125725682-125725838	2.5932475884244375	2.7548076923076925	0.02318623784592371	2.7262866	4.385450839996338	5.554565906524658	FALSE
ENSG00000134644.16	PUM1	Productive	-	1	1	0	chr1:30981312-30981405	chr1:30980062-30980166	chr1:30974651-30974802	1.6543909348441923	12.324675324675324	0.458808618504436	4.919408	5.59386682510376	4.701181	FALSE
ENSG00000203780.12	FANK1	Productive	+	1	2	2	chr10:126004884-126005049	chr10:125997420-125997485	chr10:125996550-125996624	0.8685258964143426	10.214285714285714	2.029816513761468	2.4842267	2.716621160507202	2.6396022	FALSE
ENSG00000203780.12	FANK1	Productive	+	0	1	1	chr10:126009373-126009438	chr10:126009054-126009266	chr10:126008407-126008550	0.4702750665483585	3.4698795180722892	3.317241379310345	2.475465	1.522624373435974	1.0711212	FALSE
ENSG00000084628.10	NKAIN1	Productive	-	0	0	0	chr1:31188050-31188109	chr1:31185247-31185327	chr1:31183817-31184014	10.291390728476822	0.22797927461139897	0.4025	5.3652167	5.221691131591797	4.719749927520752	FALSE
ENSG00000108010.12	GLRX3	Unproductive	+	1	0	0	chr10:130159995-130160069	chr10:130159746-130159834	chr10:130145211-130145319	0.5053110773899848	1.5175438596491229	0.16489361702127658	3.246972	3.26603364944458	4.865372657775879	FALSE
ENSG00000188385.13	JAKMIP3	Productive	+	0	0	0	chr10:132135041-132135160	chr10:132133312-132133527	chr10:132117077-132117574	2.345974025974026	3.4704370179948585	1.0827178729689808	3.0067167	3.86325478553772	4.1495085	FALSE
ENSG00000151640.13	DPYSL4	Productive	+	0	0	0	chr10:132203762-132203927	chr10:132202646-132202825	chr10:132201946-132202116	1.1243301178992495	0.7015250544662309	0.9601659751037344	3.2576725	2.7689945697784424	2.1968553	FALSE
ENSG00000068383.19	INPP5A	Productive	+	1	0	0	chr10:132765773-132765846	chr10:132749517-132749845	chr10:132726821-132726905	0.15208034433285508	2.767160161507402	0.387434554973822	3.7125764	1.868334412574768	3.7577836513519287	TRUE
ENSG00000148832.16	PAOX	Productive	+	1	1	1	chr10:133388956-133389068	chr10:133383960-133384212	chr10:133381460-133381659	1.5532617671345994	2.7802547770700636	6.763636363636364	2.112795	2.3315770626068115	3.1652653	TRUE
ENSG00000148832.16	PAOX	Productive	+	1	2	2	chr10:133391312-133391538	chr10:133389590-133389747	chr10:133388956-133389068	6.763636363636364	1.2627599243856331	9.582959641255606	3.1652653	1.9739747047424316	1.3990837	TRUE
ENSG00000130649.10	CYP2E1	Productive	+	0	2	2	chr10:133531585-133531734	chr10:133528481-133528640	chr10:133527396-133527572	2.013550135501355	4.225663716814159	3.983050847457627	0.7297797	1.384756326675415	1.7681531	FALSE
ENSG00000151240.18	DIP2C	Productive	-	0	0	2	chr10:327006-327176	chr10:311537-311566	chr10:310031-310092	1.1443661971830985	2.488372093023256	0.06543075245365322	5.203822	4.4019670486450195	5.180275	FALSE
ENSG00000151240.18	DIP2C	Productive	-	2	2	2	chr10:486459-486530	chr10:484781-484948	chr10:472439-472549	0.17262512768130744	1.0630914826498423	0.02111324376199616	3.9811437	3.4882144927978516	4.7560415	FALSE
ENSG00000107959.17	PITRM1	Productive	-	1	1	0	chr10:3143389-3143501	chr10:3140687-3140812	chr10:3138904-3139049	8.073891625615763	0.3641304347826087	1.2329545454545454	3.6054387	4.136373043060303	3.9194602966308594	TRUE
ENSG00000107959.17	PITRM1	Productive	-	0	0	2	chr10:3149621-3149753	chr10:3147987-3148291	chr10:3147572-3147737	4.454157782515991	3.799319727891157	6.384920634920635	3.6481628	2.403547525405884	4.122939586639404	FALSE
ENSG00000067082.15	KLF6	Unproductive	-	0	0	0	chr10:3784913-3785014	chr10:3783216-3783281	chr10:3781641-3782214	2.0284510010537407	7.195652173913044	0.09302325581395347	4.061612	2.3857271671295166	5.815079212188721	FALSE
ENSG00000151632.18	AKR1C2	Productive	-	0	0	0	chr10:5000550-5000666	chr10:4999200-4999277	chr10:4998625-4998747	0.6537966537966537	3.5309278350515463	1.055925432756325	3.26639	0.5709486603736877	2.1295216	FALSE
ENSG00000057608.17	GDI2	Productive	-	1	1	0	chr10:5768213-5768384	chr10:5766494-5766638	chr10:5766241-5766295	0.9865319865319864	1.018181818181818	0.1808634772462077	4.2444	5.339165210723877	5.180319309234619	FALSE
ENSG00000057608.17	GDI2	Productive	-	2	2	0	chr10:5796763-5796862	chr10:5794885-5795019	chr10:5785852-5786050	20.62	0.17047308319738988	0.29411764705882354	4.7943463	5.253614902496338	5.179909706115723	TRUE
ENSG00000134461.16	ANKRD16	Productive	-	2	2	0	chr10:5883006-5883167	chr10:5880298-5880376	chr10:5878130-5878287	1.2990033222591362	4.5568862275449105	6.700680272108843	1.7697343	2.529215097427368	2.3520925	TRUE
ENSG00000134470.21	IL15RA	Productive	-	2	2	2	chr10:5966145-5966339	chr10:5963743-5963841	chr10:5960395-5960567	6.173228346456693	10.983870967741936	0.8194905869324474	0.75813293	1.2305253744125366	1.466913	FALSE
ENSG00000065675.16	PRKCQ	Productive	-	2	2	2	chr10:6510995-6511194	chr10:6507436-6507496	chr10:6498396-6498558	9.748538011695906	18.36842105263158	11.280303030303031	4.681675	4.505557060241699	4.2113447189331055	FALSE
ENSG00000165609.14	NUDT5	Unproductive	-	1	1	0	chr10:12184889-12184956	chr10:12180395-12180489	chr10:12179083-12179132	1.5091743119266054	7.88	0.8485915492957746	2.84602	1.224894642829895	3.5211911	FALSE
ENSG00000086475.15	SEPHS1	Productive	-	2	2	0	chr10:13328351-13328450	chr10:13322835-13323047	chr10:13319142-13319356	1.3456937799043065	0.44146202170188464	0.02104377104377104	5.5447764	5.741535186767578	5.82567024230957	FALSE
ENSG00000084636.18	COL16A1	Productive	-	0	0	0	chr1:31680042-31680101	chr1:31679804-31679851	chr1:31679632-31679685	2.989690721649485	10.857142857142858	4.344262295081967	1.9764074	2.3126041889190674	1.694016933441162	TRUE
ENSG00000152465.18	NMT2	Productive	-	0	0	1	chr10:15141422-15141557	chr10:15140987-15141029	chr10:15135274-15135418	0.6076721883173496	3.6666666666666665	0.20593525179856115	4.842855	0.9706510305404664	5.0975666	FALSE
ENSG00000148468.17	FAM171A1	Productive	-	2	2	2	chr10:15275855-15275947	chr10:15254721-15254879	chr10:15248639-15248815	0.5555555555555556	10.477611940298509	0.11449579831932773	3.4118645	3.197528123855591	5.1581836	TRUE
ENSG00000136770.11	DNAJC1	Unproductive	-	0	0	1	chr10:21918779-21918872	chr10:21906423-21906516	chr10:21904522-21904612	1.9079497907949792	2.6106870229007635	0.4092827004219409	3.0377033	0.9004361629486084	4.5240107	TRUE
ENSG00000107863.20	ARHGAP21	Productive	-	2	2	2	chr10:24591642-24591683	chr10:24591225-24591330	chr10:24589271-24589302	0.8205128205128205	0.5016181229773463	2.629032258064516	5.5939684	4.955810546875	4.630071640014648	FALSE
ENSG00000107863.20	ARHGAP21	Productive	-	0	0	1	chr10:24629996-24630050	chr10:24622733-24622762	chr10:24619473-24621369	3.981282936580047	5.416666666666667	4.655737704918033	2.4616542	5.948500633239746	4.941290855407715	TRUE
ENSG00000099256.19	PRTFDC1	Productive	-	0	0	1	chr10:24855318-24855364	chr10:24851388-24851464	chr10:24849844-24849891	0.5622775800711743	4.326923076923077	6.166666666666667	2.7513332	4.111194133758545	2.9792981147766113	FALSE
ENSG00000151023.17	ENKUR	Productive	-	2	2	0	chr10:25015860-25015936	chr10:24999401-24999546	chr10:24995646-24995869	1.770855332629356	4.104089219330855	3.863013698630137	2.8183255	2.5431368350982666	1.9821428	FALSE
ENSG00000136754.18	ABI1	Productive	-	2	2	2	chr10:26759062-26759238	chr10:26755655-26755741	chr10:26751598-26751783	2.81875	0.3956043956043956	4.484375	5.2516613	6.7910337	5.7414293	TRUE
ENSG00000136754.18	ABI1	Productive	-	0	0	0	chr10:26777065-26777241	chr10:26771075-26771089	chr10:26770245-26770345	11.803571428571429	0.2222222222222222	0.03056516724336793	5.0683365	6.79213285446167	6.040649890899658	TRUE
ENSG00000121753.13	ADGRB2	Productive	-	0	0	0	chr1:31728182-31728277	chr1:31728025-31728081	chr1:31727420-31727605	3.6579804560260585	3.1666666666666665	0.8883928571428571	2.3782904	0.31615790724754333	4.22626	TRUE
ENSG00000136758.20	YME1L1	Productive	-	2	2	0	chr10:27145428-27145590	chr10:27142387-27142485	chr10:27136276-27136385	0.6324062877871826	5.2727272727272725	4.7322175732217575	3.178454	2.774494886398315	2.7962146	TRUE
ENSG00000107897.20	ACBD5	Productive	-	0	0	0	chr10:27210814-27211081	chr10:27208246-27208445	chr10:27205198-27205248	3.5283018867924527	6.67515923566879	5.378151260504202	1.0493138	3.309224843978882	1.7256567478179932	TRUE
ENSG00000107897.20	ACBD5	Productive	-	2	2	0	chr10:27223338-27223452	chr10:27223207-27223239	chr10:27219723-27219857	5.024242424242424	3.2439024390243905	0.7241379310344828	2.6658814	3.5841212272644043	3.654695510864258	TRUE
ENSG00000107897.20	ACBD5	Productive	-	1	1	0	chr10:27240319-27240394	chr10:27235092-27235212	chr10:27231748-27231820	0.41414141414141414	2.9594594594594597	1.7920353982300885	5.17326	5.079785346984863	3.5780656337738037	FALSE
ENSG00000197321.16	SVIL	Productive	-	0	0	2	chr10:29512735-29512861	chr10:29508342-29508389	chr10:29499116-29499263	13.198347107438016	3.4607843137254903	2.07773851590106	3.9496286	3.264124870300293	2.637945	FALSE
ENSG00000197321.16	SVIL	Productive	-	1	1	0	chr10:29529705-29529844	chr10:29526961-29527056	chr10:29524472-29524715	1.0148632580261594	7.982758620689655	1.137704918032787	3.5722337	3.31962513923645	3.5694857	FALSE
ENSG00000121753.13	ADGRB2	Productive	-	1	1	0	chr1:31735580-31735665	chr1:31735183-31735281	chr1:31732972-31733143	0.7332635983263598	3.272108843537415	5.981651376146789	5.643733	3.7144546508789062	3.8966632	TRUE
ENSG00000165322.18	ARHGAP12	Productive	-	0	0	2	chr10:31843461-31843586	chr10:31839637-31839711	chr10:31831739-31831800	0.5629139072847682	0.7907801418439716	1.5656108597285068	3.6702096	3.454946756362915	3.7621667	FALSE
ENSG00000165322.18	ARHGAP12	Productive	-	0	0	0	chr10:31861395-31861658	chr10:31854066-31854206	chr10:31852517-31852597	0.20657276995305163	1.4260869565217391	0.54	5.1904817	5.214241027832031	3.819553	FALSE
ENSG00000120616.16	EPC1	Productive	-	0	0	2	chr10:32273163-32273281	chr10:32273014-32273082	chr10:32272026-32272167	3.391304347826087	18.22448979591837	0.11510353227771011	4.976761	3.408970832824707	4.647613	FALSE
ENSG00000120616.16	EPC1	Unproductive	-	2	2	1	chr10:32284698-32285050	chr10:32273922-32274038	chr10:32273163-32273281	0.11510353227771011	8.68	7.247252747252747	4.647613	3.1616671085357666	4.2143	FALSE
ENSG00000099250.18	NRP1	Productive	-	2	2	0	chr10:33185628-33185724	chr10:33182698-33182748	chr10:33180076-33180365	4.272349272349272	1.8658536585365857	1.4701030927835053	4.6363826	1.6988823413848877	3.448422431945801	FALSE
ENSG00000099250.18	NRP1	Productive	-	2	2	0	chr10:33207572-33207716	chr10:33202891-33202995	chr10:33197650-33197709	0.7697368421052632	1.0632183908045978	0.3786259541984733	2.7623665	4.965761661529541	4.465676307678223	FALSE
ENSG00000099250.18	NRP1	Productive	-	2	2	2	chr10:33330708-33330882	chr10:33270675-33270856	chr10:33263646-33263873	8.471204188481675	1.8514357053682895	3.139423076923077	4.7966795	4.463642597198486	4.761783123016357	FALSE
ENSG00000148498.17	PARD3	Productive	-	1	1	2	chr10:34317107-34317338	chr10:34284135-34284245	chr10:34269657-34269899	13.243589743589745	0.7709923664122137	1.067496723460026	3.0898316	3.9150357246398926	3.872668	TRUE
ENSG00000148498.17	PARD3	Productive	-	2	2	1	chr10:34337275-34337426	chr10:34336199-34336243	chr10:34331117-34331344	0.4024937655860349	16.5	5.845238095238095	4.620294	5.287022113800049	5.6526713	TRUE
ENSG00000148498.17	PARD3	Productive	-	0	0	0	chr10:34374874-34375002	chr10:34372498-34372536	chr10:34360071-34360259	0.1529656607700312	15.416666666666666	0.49209694415173866	5.115931	3.8465898036956783	4.5035043	TRUE
ENSG00000148498.17	PARD3	Productive	-	0	0	2	chr10:34470085-34470263	chr10:34450317-34450448	chr10:34401826-34401917	0.7435158501440923	7.046357615894039	1.0447619047619048	3.4180758	4.52989387512207	3.687547	FALSE
ENSG00000108094.17	CUL2	Productive	-	0	0	2	chr10:35016192-35016394	chr10:35013699-35013800	chr10:35011848-35011964	0.10621761658031088	3.2775330396475773	0.15321154979375368	5.8859053	5.919322967529297	5.6113739013671875	FALSE
ENSG00000108094.17	CUL2	Productive	-	0	0	0	chr10:35031300-35031386	chr10:35029488-35029640	chr10:35028810-35028887	0.05660377358490566	0.08823529411764706	0.02301790281329923	6.223757	6.1376471519470215	6.246919631958008	FALSE
ENSG00000121753.13	ADGRB2	Productive	-	2	2	2	chr1:31744648-31744731	chr1:31744193-31744357	chr1:31742838-31743002	4.433212996389892	5.619047619047619	1.673758865248227	4.1022787	4.229757785797119	3.7602863	TRUE
ENSG00000184007.22	PTP4A2	Productive	-	1	1	0	chr1:31911696-31911826	chr1:31910038-31910112	chr1:31908852-31908960	0.6013745704467354	0.0221327967806841	0.10751665080875356	5.4743943	5.7999063	5.351733	TRUE
ENSG00000266412.6	NCOA4	Productive	-	1	1	0	chr10:46015126-46015196	chr10:46014854-46014942	chr10:46014444-46014552	13.185567010309278	10.779411764705882	3.8229166666666665	3.7304308	3.6834042072296143	4.039845	FALSE
ENSG00000197444.10	OGDHL	Productive	-	0	0	0	chr10:49758389-49758592	chr10:49756776-49756946	chr10:49752638-49752740	7.830508474576271	3.4119047619047618	2.824778761061947	4.8561835	2.41370153427124	1.7823529	FALSE
ENSG00000227345.9	PARG	Unproductive	-	0	0	0	chr10:49915917-49915991	chr10:49908455-49908541	chr10:49885203-49885295	7.818181818181818	3	12.303030303030305	3.5713224	1.516206979751587	3.9591198	FALSE
ENSG00000198964.14	SGMS1	Productive	-	0	0	0	chr10:50343492-50344114	chr10:50327205-50327322	chr10:50311262-50311415	0.1604426002766252	22.102564102564106	2.215513237343242	5.070533	5.550313472747803	4.090305	FALSE
ENSG00000150275.20	PCDH15	Productive	-	1	1	1	chr10:53831315-53831533	chr10:53827393-53827548	chr10:53817995-53818013	6.6923076923076925	0.6508591065292096	1.0935192780968006	1.9512104	2.7615833	4.984105	FALSE
ENSG00000150275.20	PCDH15	Productive	-	1	1	1	chr10:53831315-53831533	chr10:53828565-53828573	chr10:53827393-53827548	0.6508591065292096	0	1.0935192780968006	2.7615833	3.8277783393859863	4.984105	FALSE
ENSG00000151150.22	ANK3	Productive	-	1	1	2	chr10:60063111-60063254	chr10:60059698-60060033	chr10:60059340-60059430	3.376425855513308	5.889464594127807	2.1455696202531644	3.0761428	3.507577419281006	5.787736	FALSE
ENSG00000151150.22	ANK3	Productive	-	0	0	0	chr10:60082615-60082686	chr10:60082150-60082176	chr10:60080537-60080618	7.865168539325842	1.1851851851851851	0.16006884681583478	5.6406217	6.251592636108398	4.782097	TRUE
ENSG00000151150.22	ANK3	Productive	-	1	1	0	chr10:60108830-60109054	chr10:60108188-60108286	chr10:60106022-60106059	0.02230483271375464	0.8772563176895307	0.13428766189502386	6.1606584	6.276081085205078	5.772115	TRUE
ENSG00000151150.22	ANK3	Productive	-	2	2	0	chr10:60138964-60139087	chr10:60137342-60137353	chr10:60134271-60134373	0.2686335403726708	Inf	7.642857142857143	6.07431	4.625082969665527	5.132847	TRUE
ENSG00000151150.22	ANK3	Productive	-	1	1	0	chr10:60114225-60114331	chr10:60111734-60111766	chr10:60108901-60109054	0.10399257195914575	0.23668639053254437	1.8942307692307692	5.725929	5.352394104003906	4.6383457	TRUE
